feature	s__Bifidobacterium_adolescentis	s__Bifidobacterium_bifidum	s__Bifidobacterium_longum	s__Bifidobacterium_pseudocatenulatum	s__Collinsella_aerofaciens	s__Collinsella_intestinalis	s__Collinsella_stercoris	s__Eggerthella_lenta	s__Bacteroides_caccae	s__Bacteroides_cellulosilyticus	s__Bacteroides_dorei	s__Bacteroides_eggerthii	s__Bacteroides_faecis	s__Bacteroides_faecis_CAG_32	s__Bacteroides_finegoldii	s__Bacteroides_fragilis	s__Bacteroides_massiliensis	s__Bacteroides_ovatus	s__Bacteroides_stercoris	s__Bacteroides_thetaiotaomicron	s__Bacteroides_uniformis	s__Bacteroides_vulgatus	s__Bacteroides_xylanisolvens	s__Barnesiella_intestinihominis	s__Coprobacter_fastidiosus	s__Butyricimonas_synergistica	s__Butyricimonas_virosa	s__Odoribacter_splanchnicus	s__Paraprevotella_xylaniphila	s__Prevotella_copri	s__Alistipes_finegoldii	s__Alistipes_indistinctus	s__Alistipes_putredinis	s__Alistipes_shahii	s__Parabacteroides_distasonis	s__Parabacteroides_goldsteinii	s__Parabacteroides_merdae	s__Lactobacillus_rogosae	s__Streptococcus_parasanguinis	s__Streptococcus_salivarius	s__Streptococcus_thermophilus	s__Clostridium_bolteae_CAG_59	s__Clostridium_sp_CAG_242	s__Clostridium_sp_CAG_58	s__Hungatella_hathewayi	s__Intestinimonas_butyriciproducens	s__Lawsonibacter_asaccharolyticus	s__Monoglobus_pectinilyticus	s__Eubacterium_eligens	s__Eubacterium_hallii	s__Eubacterium_ramulus	s__Eubacterium_sp_CAG_38	s__Eubacterium_ventriosum	s__Anaerostipes_hadrus	s__Anaerotignum_lactatifermentans	s__Blautia_obeum	s__Blautia_sp_CAG_257	s__Blautia_wexlerae	s__Ruminococcus_gnavus	s__Ruminococcus_torques	s__Coprococcus_catus	s__Coprococcus_comes	s__Dorea_formicigenerans	s__Dorea_longicatena	s__Eisenbergiella_massiliensis	s__Eisenbergiella_tayi	s__Fusicatenibacter_saccharivorans	s__Clostridium_aldenense	s__Clostridium_asparagiforme	s__Clostridium_bolteae	s__Clostridium_citroniae	s__Clostridium_clostridioforme	s__Clostridium_lavalense	s__Clostridium_saccharolyticum	s__Clostridium_symbiosum	s__Lachnospira_pectinoschiza	s__Eubacterium_rectale	s__Roseburia_faecis	s__Roseburia_hominis	s__Roseburia_intestinalis	s__Roseburia_inulinivorans	s__Sellimonas_intestinalis	s__Oscillibacter_sp_57_20	s__Oscillibacter_sp_CAG_241	s__Intestinibacter_bartlettii	s__Agathobaculum_butyriciproducens	s__Anaeromassilibacillus_sp_An250	s__Anaerotruncus_colihominis	s__Faecalibacterium_prausnitzii	s__Flavonifractor_plautii	s__Gemmiger_formicilis	s__Clostridium_leptum	s__Eubacterium_siraeum	s__Ruminococcaceae_bacterium_D16	s__Ruminococcus_bicirculans	s__Ruminococcus_bromii	s__Ruminococcus_lactaris	s__Ruthenibacterium_lactatiformans	s__Dielma_fastidiosa	s__Clostridium_innocuum	s__Clostridium_spiroforme	s__Erysipelatoclostridium_ramosum	s__Holdemania_filiformis	s__Firmicutes_bacterium_CAG_83	s__Firmicutes_bacterium_CAG_94	s__Acidaminococcus_intestini	s__Phascolarctobacterium_faecium	s__Dialister_invisus	s__Veillonella_atypica	s__Veillonella_dispar	s__Veillonella_infantium	s__Veillonella_parvula	s__Veillonella_sp_T11011_6	s__Parasutterella_excrementihominis	s__Sutterella_parvirubra	s__Turicimonas_muris	s__Bilophila_wadsworthia	s__Escherichia_coli	s__Haemophilus_parainfluenzae	s__Haemophilus_sp_HMSC71H05	s__Proteobacteria_bacterium_CAG_139	s__Akkermansia_muciniphila
CSM7KON8	5.78606994069176	6.733048007531	4.95094323737585	-4.29099269619008	6.36581949993831	-4.29099269619008	-4.29099269619008	-4.29099269619008	10.5286036967777	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	11.105101669609	11.5172803803196	8.81090467393021	12.419029427717	12.4242787920034	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	9.51398357044929	-4.29099269619008	-4.29099269619008	9.93009029745588	-4.29099269619008	11.0887012622476	-4.29099269619008	9.47608468387758	-4.29099269619008	10.2807717576768	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	8.27293269939281	-4.29099269619008	-4.29099269619008	6.30641673674856	7.35655981096142	6.48798442681627	10.4173888805775	-4.29099269619008	-4.29099269619008	6.35896951094653	-4.29099269619008	7.6108686860482	-4.29099269619008	8.09807211455928	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	6.36204599955253	6.39253048967408	8.90942556832712	-4.29099269619008	-4.29099269619008	8.2539101181387	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	11.1335158774679	10.9146999060513	-4.29099269619008	10.0652426182123	8.9390602824453	-4.29099269619008	10.593323994278	-4.29099269619008	-4.29099269619008	7.09751401536615	4.56424292701688	-4.29099269619008	12.1743406778903	9.89439793297476	-4.29099269619008	2.93230298337223	7.16547881263395	6.28265484425998	7.664892742649	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	6.39092483743445	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008	-4.29099269619008
CSM7KONA	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	13.5219276958927	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	10.8823519659833	-3.07514501488551	11.2962090821643	11.4775731487775	-3.07514501488551	12.3357777536047	12.4278196804874	13.4585007854322	12.268333279491	-3.07514501488551	-3.07514501488551	-3.07514501488551	9.07626551023476	11.2652839948057	-3.07514501488551	-3.07514501488551	11.886993410288	10.102238603206	8.65692401209765	7.29336503161479	12.5987599282225	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	7.69420276072541	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	8.77283024694658	-3.07514501488551	10.0819501694372	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	9.59350059575925	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	11.7937367122613	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	13.140895614472	6.38991509183963	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	-3.07514501488551	10.3976090015121	-3.07514501488551	6.83586417904946	6.62199464625381	8.4581809378424	-3.07514501488551	-3.07514501488551	11.7984929331812	8.93613462765528
CSM7KONK	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	4.63516997866729	-3.87620632742738	-3.87620632742738	-3.87620632742738	8.45000657333285	11.7825092242316	8.60382084750875	-3.87620632742738	-3.87620632742738	-3.87620632742738	10.9156739295027	-3.87620632742738	10.2490004536516	10.852133378035	8.21125731643038	10.8343145317011	11.9037712733012	12.7747633450794	10.9749735245378	6.15263552626145	-3.87620632742738	-3.87620632742738	8.67438112636719	9.95982326781681	-3.87620632742738	-3.87620632742738	10.0021015491608	8.7903592385974	8.6563639735768	8.30752356742305	11.164220481765	-3.87620632742738	8.14070744000957	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	6.15835334620247	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	6.23798775631927	-3.87620632742738	7.61601630518365	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	9.15780877974365	8.41568156334532	2.7843688224123	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	8.03577038743374	10.0428089252238	-3.87620632742738	-3.87620632742738	4.9427197596633	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	10.7667641858628	5.58807834501572	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	-3.87620632742738	8.78533038330528	-3.87620632742738	6.74416934605049	4.8334237545239	8.78428348203713	-3.87620632742738	-3.87620632742738	10.634479852418	6.03777596220139
CSM7KOO9	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	11.0288150115096	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	11.8978864000261	-3.03434515637374	12.4325531842539	14.3927701323752	13.9519810577778	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	9.47157649339134	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	12.7795163221439	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	9.70886684980485	5.96168751295064	10.4989629551948	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	8.78202007391033	7.31706016852594	8.10230014644655	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	8.69038784944683	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	8.57689506105748	-3.03434515637374	5.44846360818067	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	10.7280715397855	-3.03434515637374	7.84088675622151	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	4.23874743962579	-3.03434515637374	12.9540598311936	6.23435845889936	-3.03434515637374	9.77686552239217	11.7393582484448	-3.03434515637374	-3.03434515637374	-3.03434515637374	10.2887705495243	4.13654332213877	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	6.27230489573986	-3.03434515637374	9.01502104614702	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	9.61330270827666	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	-3.03434515637374	5.7816184044797	11.4981028365186
CSM7KOOF	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	6.94109936334116	-3.79510164081378	-3.79510164081378	-3.79510164081378	10.4370849473713	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	11.3397861972674	-3.79510164081378	11.0310570114062	13.8084635948819	12.4025240633563	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	9.27565470878329	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	11.342133023296	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	4.53600290723926	-3.79510164081378	6.74498919547043	-3.79510164081378	-3.79510164081378	9.28075905413877	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	9.48099690153203	8.02045115774372	8.03512052253432	-3.79510164081378	6.50349760775102	-3.79510164081378	-3.79510164081378	-3.79510164081378	6.58744219179936	-3.79510164081378	7.41848743656119	-3.79510164081378	-3.79510164081378	6.74578251051098	-3.79510164081378	-3.79510164081378	5.2863821090374	-3.79510164081378	-3.79510164081378	-3.79510164081378	6.83861209052372	-3.79510164081378	-3.79510164081378	9.20398840681421	-3.79510164081378	7.95865797007358	5.85998865293347	6.4566102496582	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	8.45470555362925	7.87603197558714	-3.79510164081378	12.8845639446341	7.99697712985386	-3.79510164081378	9.90922145778216	10.5248266541926	-3.79510164081378	-3.79510164081378	-3.79510164081378	8.69283996371639	5.56718698743446	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	8.34824949847365	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	-3.79510164081378	9.21407288150685	-3.79510164081378	3.71203943891383	-3.79510164081378	-3.79510164081378	7.8339254470303	-3.79510164081378	5.27148382751727	10.96684119406
CSM7KOOH	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	10.2934046020195	10.1767519786249	7.57769007618644	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	9.45833156947111	11.1320894203224	8.11208894249749	-4.7032627432729	10.3218142454785	11.3507626502286	11.3744921515181	6.02024690215777	-4.7032627432729	-4.7032627432729	6.18381898634707	6.12410665558319	8.40603768410133	-4.7032627432729	-4.7032627432729	12.0981050400584	7.2221100638444	11.5241142169766	-4.7032627432729	9.26639363736398	8.36304020552031	-4.7032627432729	-4.7032627432729	2.42843576719401	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	3.92922149247807	-4.7032627432729	-4.7032627432729	6.02288594835525	-4.7032627432729	8.87040680016213	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	4.72629347667951	-4.7032627432729	4.93306406003219	-4.7032627432729	5.60638967248566	-4.7032627432729	-4.7032627432729	7.50431377087978	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	7.81685757731478	5.34782551332879	9.35196604397647	7.14742698044123	8.77693031110927	8.32913435024681	-4.7032627432729	9.51452852464797	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	11.0021907561052	-4.7032627432729	-4.7032627432729	-4.7032627432729	9.12067322106175	-4.7032627432729	10.7354448349739	-4.7032627432729	-4.7032627432729	5.63818937546198	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	7.24021711167968	-4.7032627432729	-4.7032627432729	8.06906361037288	-4.7032627432729	-4.7032627432729	-4.7032627432729	-4.7032627432729	5.80320108131187	-4.7032627432729	9.34448667796891	-4.7032627432729	6.85148581495099	-4.7032627432729	-4.7032627432729	5.53601824412207	-4.7032627432729	6.53101967389622	10.9681615124761
CSM7KOOR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CSM7KOOV	8.9291221119744	-3.3447540313515	5.61468611226543	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	5.98078827031337	12.9722368216311	-3.3447540313515	13.2692548644966	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	13.3904006919138	-3.3447540313515	-3.3447540313515	-3.3447540313515	14.1750633889307	11.8350355692399	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	5.35825460611295	-3.3447540313515	8.55350866154173	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	8.77734443840222	8.10864433430408	8.07354202203913	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	8.41862660395435	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	8.73502383116152	-3.3447540313515	6.19424239604589	8.19676860859641	9.68213535283182	8.20432012524982	-3.3447540313515	11.6044852842012	9.6812327978798	-3.3447540313515	-3.3447540313515	-3.3447540313515	8.09679357745837	-3.3447540313515	-3.3447540313515	5.7909705472439	-3.3447540313515	6.6032765839353	-3.3447540313515	9.75188324960194	10.101591042505	-3.3447540313515	-3.3447540313515	-3.3447540313515	5.77795659066371	-3.3447540313515	-3.3447540313515	-3.3447540313515	10.6166137678967	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	6.21278654060087	-3.3447540313515	-3.3447540313515	7.84853074834874	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	-3.3447540313515	9.45900335334309	-3.3447540313515	-3.3447540313515	8.00059266587892	5.08709911289772	-3.3447540313515	-3.3447540313515	5.23654008547126	-3.3447540313515
CSM7KOP8	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	5.98155186573682	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	9.90028611784157	8.0174143655365	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	9.3847612634594	9.87865236193801	11.4739103090083	9.60480673247757	11.7764095672194	10.7315449480715	8.45341795512958	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	10.364118921452	-5.15596716840844	10.2685674163511	6.52383621186189	9.58485372225861	-5.15596716840844	9.47176210862904	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	5.69571667701283	-5.15596716840844	2.76738104352172	1.83888281742463	-5.15596716840844	8.94472308366892	2.85737601297824	-5.15596716840844	7.67194729301367	-5.15596716840844	5.45877758385995	-5.15596716840844	-5.15596716840844	-5.15596716840844	5.66002395374727	2.54523301244901	5.78622342004189	-5.15596716840844	6.06286907543337	3.34122737650111	6.29785564096697	-5.15596716840844	-5.15596716840844	6.45654115364829	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	7.31772896452295	8.76786043038276	7.8804700611139	6.86504617612379	8.12050860237595	6.22343833244339	-5.15596716840844	6.24301662341613	1.97573134205847	-5.15596716840844	1.87489030770768	-5.15596716840844	-5.15596716840844	10.3586448422167	3.55035767173031	-5.15596716840844	1.74274736592155	11.0442116608927	0.14733773965064	7.34553620108273	8.45511241085971	2.05263316955176	4.31835154932029	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	5.92941627693254	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	-5.15596716840844	4.63048082202634	-5.15596716840844	4.2258865616451	-5.15596716840844	-5.15596716840844	2.80992556667609	2.593786237866	7.68488439462217	5.64709212939497
CSM7KOPE	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	11.1922911977042	8.6143721505009	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	9.97516217089335	11.778867209972	8.87880343930556	10.3543300474712	12.1458090040623	11.1536936375298	9.19510373507891	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	10.5072239142071	-4.91408413790212	10.5527777631833	6.91205224773363	9.52830077645006	-4.91408413790212	9.38330365324749	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	5.24833873004628	-4.91408413790212	3.5541288712924	5.41241370195793	-4.91408413790212	6.91431607997931	-4.91408413790212	-4.91408413790212	7.57878643934258	-4.91408413790212	3.19994130445464	-4.91408413790212	3.73606528076275	-4.91408413790212	3.27765588337534	4.75120967527342	4.76319266427033	-4.91408413790212	3.62897171303985	-4.91408413790212	6.05050419529183	-4.91408413790212	-4.91408413790212	7.26292523259263	-4.91408413790212	-4.91408413790212	3.54144639312201	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	8.01087896814625	10.3288101799466	7.17988866698209	8.77110244958396	5.45975073481125	5.97728896333086	-4.91408413790212	6.6186537582378	-4.91408413790212	-4.91408413790212	-4.91408413790212	5.42639948902152	-4.91408413790212	10.145221006863	3.04484235514799	-4.91408413790212	5.01023492421395	9.05734496486629	2.26446134586158	4.86502995979426	8.91721216695629	5.62627120666274	3.8296069726409	4.89019062956242	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	5.73966317465019	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	-4.91408413790212	4.96002609592334	-4.91408413790212	3.45019094708941	2.75960399136561	-4.91408413790212	-4.91408413790212	-4.91408413790212	7.4753137272506	-4.91408413790212
CSM7KOPI	-3.48398533836506	-3.48398533836506	6.06146920562276	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	11.9091568320598	10.6411333984628	13.3481855163655	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	12.0299059925072	-3.48398533836506	11.3787357869492	14.0243541392963	6.41303132304075	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	12.9561663476171	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	7.0336332433016	7.62368999538781	9.84781366457477	-3.48398533836506	3.57305164333283	-3.48398533836506	-3.48398533836506	-3.48398533836506	9.86663011957008	-3.48398533836506	-3.48398533836506	8.53153799503253	8.33878233935192	-3.48398533836506	7.51429053411468	4.56831116117358	8.59760626486089	-3.48398533836506	-3.48398533836506	-3.48398533836506	7.90497426662177	6.92845608730426	-3.48398533836506	11.1177077217071	-3.48398533836506	7.59370114312889	8.32102001447492	-3.48398533836506	5.50583304300186	-3.48398533836506	-3.48398533836506	6.59139457547448	-3.48398533836506	9.32924349905306	-3.48398533836506	-3.48398533836506	10.2906313474958	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	6.75063881298847	-3.48398533836506	11.5805156524506	10.3519854737487	-3.48398533836506	9.55138338918246	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	6.19954109354815	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	3.12401528693102	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	7.70819752802689	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506	-3.48398533836506
CSM7KOPS	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	8.06409233715062	-4.09609866037325	-4.09609866037325	-4.09609866037325	10.9759679489577	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	9.2987788354769	-4.09609866037325	11.1683713855156	-4.09609866037325	11.4130532651561	12.4024397000628	12.2751451476683	12.5007411226024	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	10.7099566766637	-4.09609866037325	-4.09609866037325	7.13950422020623	4.61022617976549	-4.09609866037325	-4.09609866037325	11.1067509628175	-4.09609866037325	-4.09609866037325	-4.09609866037325	8.80855885465257	7.00571075997996	-4.09609866037325	6.09034732577824	-4.09609866037325	-4.09609866037325	9.15825917918281	-4.09609866037325	5.92031571101809	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	9.62400281289577	-4.09609866037325	-4.09609866037325	-4.09609866037325	8.36038634002525	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	5.60838902231611	-4.09609866037325	7.5461957964382	2.8802494100745	7.85676419037464	7.27354517538481	-4.09609866037325	9.97609930995058	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	12.4229814756773	10.5577285473763	2.6265311344822	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	6.33125906464966	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	-4.09609866037325	9.26561384577222	10.8654359405405	8.58066800103096	6.91827554170638	7.40547258875827	4.47197774135756	10.6376092107834	-4.09609866037325	6.84432079355695	-4.09609866037325	5.99887664407307	7.40253516388011	-4.09609866037325	7.77695278684696	-4.09609866037325
